ID,Name,Longitude,Latitude,Catchment Area (km²),Measuring Organisation,Level 1 or Level 2 (Catchment Development),Level 1 or Level 2 (Data Quality),Record Length,Missing Data Criteria Met? (Yes/No),gauge_name,water_body_name,artificial_surfaces_perc,dams_num,perc_complete,data_gap,area_error,aridity,runoff_ratio,data_flag
DE111000,Wiesensteig,9.636287,48.567868,31.38,Baden-WÃ¼rttemberg,1,1,64.16,Yes,Wiesensteig,Fils,2.23,0,1.0,1 days,0.021484375000000007,0.599621003208075,0.5720942866904238,1
DE111020,Forchtenberg,9.563833,49.28525,72.52,Baden-WÃ¼rttemberg,1,1,70.0,Yes,Forchtenberg,Kupfer,5.3,0,0.9966755319148937,85 days,0.011577625889245338,0.8677918198418862,0.37371637535711616,1
DE111060,Unterspeltach,10.023895,49.091923,35.23,Baden-WÃ¼rttemberg,1,1,68.16,Yes,Unterspeltach,Speltach,2.87,0,0.9995983613141618,2 days,0.06402899426155233,0.8966739884165145,0.36137412302712824,1
DE111120,Christophstal,8.387324,48.473148,19.42,Baden-WÃ¼rttemberg,1,1,67.08,Yes,Christophstal,Forbach,6.84,0,1.0,1 days,0.04859611231101524,0.3551676031686633,0.5976957854695985,1
DE111270,Wendlingen,9.393381,48.67076,189.04,Baden-WÃ¼rttemberg,2,2,40.16,Yes,Wendlingen,Lauter,15.69,0,0.9999318383204963,2 days,0.0027431947668284987,0.7432698097660303,0.4445853415956668,2
DE111300,Mittelrot,9.743195,48.98534,124.74,Baden-WÃ¼rttemberg,0,0,41.59,Yes,Mittelrot,Fichtenberger Rot,5.43,1,0.9998683344305465,2 days,0.007400334208641735,0.7221980123899805,0.4382523042033984,0
DE111360,Bebenhausen,9.042629,48.55978,44.67,Baden-WÃ¼rttemberg,1,0,57.33,Yes,Bebenhausen,Goldersbach,0.0,0,0.9956546652659727,92 days,0.1845664280031822,1.000892168963925,0.2086177048690507,0
DE111380,Oberensingen,9.323664,48.637209,179.24,Baden-WÃ¼rttemberg,0,0,41.84,Yes,Oberensingen,Aich,13.98,2,1.0,1 days,0.007305833426997929,1.0179747958273764,0.2794812552030786,0
DE111400,Ettlingen,8.398504,48.946638,149.27,Baden-WÃ¼rttemberg,1,1,41.17,Yes,Ettlingen,Alb,9.24,0,0.9999334973731462,2 days,0.0022156573116692124,0.6105505485305052,0.4005123626002953,1
DE111420,SchÃ¶nmÃ¼nzach,8.363673,48.606788,47.28,Baden-WÃ¼rttemberg,1,2,37.17,Yes,SchÃ¶nmÃ¼nzach,SchÃ¶nmÃ¼nz,0.41,0,1.0,1 days,0.0008453085376162119,0.3364065495333079,0.7395726901989669,2
DE111440,Baiersbronn,8.338585,48.516512,64.28,Baden-WÃ¼rttemberg,1,2,34.17,Yes,Baiersbronn,Murg,1.68,0,1.0,1 days,0.000621890547263558,0.3518997400654201,0.7718430438664295,2
DE111490,Ramsbach,8.145409,48.490077,108.79,Baden-WÃ¼rttemberg,1,2,39.16,Yes,Ramsbach,Rench,1.48,0,1.0,1 days,0.004246284501061645,0.4144468550818703,0.5958856573633874,2
DE111510,Schenkenzell,8.373314,48.311395,75.6,Baden-WÃ¼rttemberg,1,2,34.17,Yes,Schenkenzell,Kinzig,5.63,0,1.0,1 days,0.00657030223390276,0.5788923850517865,0.5360631169622672,2
DE111550,Steinheim,9.281725,48.97009,76.16,Baden-WÃ¼rttemberg,1,1,40.84,Yes,Steinheim,Bottwar,8.99,0,1.0,1 days,0.0007884362680683611,0.9048704717292763,0.32610000963461855,1
DE111580,Talhausen,9.067519,48.917577,192.9,Baden-WÃ¼rttemberg,0,0,41.17,Yes,Talhausen,Glems,20.7,0,1.0,1 days,0.002286189338044257,1.0339248760902837,0.20902711025345908,0
DE111670,Denkendorf,9.355228,48.709264,125.4,Baden-WÃ¼rttemberg,0,0,38.5,Yes,Denkendorf,KÃ¶rsch,35.83,0,1.0,1 days,0.014073433446025569,1.072235570723656,0.4627881270452579,0
DE111680,Neuenstadt,9.343464,49.230247,141.01,Baden-WÃ¼rttemberg,1,2,38.17,Yes,Neuenstadt,Brettach,6.64,0,0.9997848074026253,2 days,0.0012041365632526981,0.9230136307714054,0.36721105500845197,2
DE111780,MÃ¶hringen,8.76646,47.96331,27.72,Baden-WÃ¼rttemberg,1,2,32.16,Yes,MÃ¶hringen,KrÃ¤henbach,3.69,0,1.0,1 days,0.01527531083481349,0.8315154609612099,0.38736575460119665,2
DE111830,Blaubeuren,9.777649,48.40322,160.02,Baden-WÃ¼rttemberg,1,2,28.16,Yes,Blaubeuren,Ach,5.67,0,1.0,1 days,0.0280758111146804,0.7852259844051972,0.21544448024807986,2
DE111840,Rangendingen,8.889234,48.38459,124.92,Baden-WÃ¼rttemberg,2,2,31.16,Yes,Rangendingen,Starzel,10.25,0,0.9234891075193253,1 days,0.01809290953545231,0.8593716371462642,0.36572163267381325,2
DE111860,Altschweier,8.150009,48.696973,30.96,Baden-WÃ¼rttemberg,2,2,29.17,Yes,Altschweier,BÃ¼hlot,10.01,0,0.9992491083161253,4 days,0.026184951939012234,0.4450757707841584,0.43822580084678053,2
DE112010,Talheim,9.19639,49.081677,74.42,Baden-WÃ¼rttemberg,2,2,26.17,Yes,Talheim,Schozach,10.84,0,1.0,1 days,0.023377337733773415,1.013995462455331,0.2669676402425823,2
DE112110,Dalkingen,10.169765,48.923146,89.25,Baden-WÃ¼rttemberg,0,0,23.0,Yes,Dalkingen,RÃ¶hlinger Sechta,4.77,1,0.999880966551601,2 days,0.009387016512101314,0.9611778291473164,0.37068331414399935,0
DE112120,Westheim,9.726206,49.052493,62.41,Baden-WÃ¼rttemberg,0,0,22.17,Yes,Westheim,Bibers,4.83,1,0.9996294924045943,2 days,0.0011203585147247165,0.8741360303856486,0.41144986684053364,0
DE112140,Geislingen,9.820988,48.629261,114.43,Baden-WÃ¼rttemberg,1,0,19.16,Yes,Geislingen,Eyb,5.66,0,1.0,1 days,0.05339224891834679,0.7441389937772759,0.4669278093423203,0
DE112370,Bruchsal,8.607441,49.121461,176.35,Baden-WÃ¼rttemberg,2,0,18.17,Yes,Bruchsal,Saalbach,11.81,0,1.0,1 days,0.011007280857650561,1.17499409389027,0.2990861467040158,0
DE112390,Haubersbronn,9.548286,48.82218,76.97,Baden-WÃ¼rttemberg,1,0,15.67,Yes,Haubersbronn,Wieslauf,7.64,0,1.0,1 days,0.0023440552155227583,0.8532501948348425,0.34803453838431314,0
DE112410,Villingen,8.46451,48.057642,100.06,Baden-WÃ¼rttemberg,2,0,17.17,Yes,Villingen,Brigach,12.57,0,1.0,1 days,0.013604100946372195,0.5954671216832258,0.5019392549023213,0
DE210320,Thalkirchdorf ,10.107619,47.557921,21.98,Bayern,1,1,65.17,Yes,Thalkirchdorf , Konstanzer Ach ,3.29,0,1.0,1 days,0.05665236051502147,0.3664882021386656,0.7996173306834943,1
DE210350,GreifenmÃ¼hle ,10.358221,47.628108,31.28,Bayern,0,0,63.16,Yes,GreifenmÃ¼hle , Rottach ,2.11,1,1.0,1 days,0.012297734627831798,0.4447453078285547,0.6516028061768796,0
DE210370,Stielings ,10.336886,47.768202,60.6,Bayern,1,1,70.0,Yes,Stielings , Leubas ,3.21,0,1.0,1 days,0.018487394957983218,0.5487016598728093,0.5268879575189118,1
DE210510,Reichenbach ,10.258943,49.175788,88.28,Bayern,1,1,51.16,Yes,Reichenbach , WÃ¶rnitz ,4.64,0,1.0,1 days,0.007762557077625649,0.9157518359397235,0.36558983235202563,1
DE210590,Fischach ,10.653818,48.293679,132.53,Bayern,1,1,70.0,Yes,Fischach , Schmutter ,3.41,0,1.0,1 days,0.000981873111782443,0.7709020379626639,0.3238372946432841,1
DE210730,Engen_Illach ,10.891762,47.726766,32.19,Bayern,1,1,67.16,Yes,Engen_Illach , Illach ,1.41,0,1.0,1 days,0.0034055727554179395,0.48885388365980653,0.5573291465950849,1
DE210830,GÃ¶risried ,10.511082,47.705926,23.68,Bayern,1,1,70.0,Yes,GÃ¶risried , Waldbach ,1.39,0,1.0,1 days,0.04778761061946895,0.46869158479977857,0.6674096776469477,1
DE210840,Leuterschach ,10.583279,47.748133,102.28,Bayern,1,1,70.0,Yes,Leuterschach , Lobach ,2.23,0,1.0,1 days,0.06336996336996338,0.5336973981992276,0.5895300032012271,1
DE210860,HÃ¶rmanshofen ,10.653232,47.826405,93.48,Bayern,1,1,70.0,Yes,HÃ¶rmanshofen , Geltnach ,1.31,0,1.0,1 days,0.006588735387885126,0.5648852086875616,0.5098198702990605,1
DE210880,Langerringen_Singold ,10.755158,48.148066,98.9,Bayern,1,1,65.17,Yes,Langerringen_Singold , Singold ,3.94,0,1.0,1 days,0.020792079207920734,0.7281137920043571,0.6358160736002675,1
DE211000,Mainburg ,11.784121,48.642741,143.55,Bayern,1,1,53.17,Yes,Mainburg , Abens ,6.02,0,1.0,1 days,0.0003484320557492081,0.9519023300645836,0.24358528444564512,1
DE211100,Bechhofen ,10.548732,49.156773,92.65,Bayern,1,1,54.17,Yes,Bechhofen , Wieseth ,2.31,0,1.0,1 days,0.008029978586723769,1.0119046616188963,0.30934940328633503,1
DE211150,Parsberg ,11.727558,49.171208,185.51,Bayern,1,1,60.16,Yes,Parsberg , Schwarze Laber ,4.11,0,1.0,1 days,0.007967914438502723,0.8101621505250074,0.33280274784957276,1
DE211260,Erbendorf ,12.062839,49.835592,180.7,Bayern,1,1,70.0,Yes,Erbendorf , Fichtelnaab ,4.72,0,1.0,1 days,0.00550357732526142,0.6424312068172615,0.503990133551171,1
DE211320,GrafenwÃ¶hr ,11.915919,49.718214,181.99,Bayern,1,1,63.16,Yes,GrafenwÃ¶hr , CreuÃen ,4.52,0,1.0,1 days,0.00660480349344967,0.9406064056844706,0.3295595301121778,1
DE211450,Fronhof ,12.308872,49.410767,121.88,Bayern,1,1,56.16,Yes,Fronhof , Murach ,2.99,0,1.0,1 days,0.0009836065573770865,0.7905195016047691,0.3996936855837102,1
DE211500,Obersdorf ,11.797895,49.494372,69.29,Bayern,2,2,67.16,Yes,Obersdorf , Rosenbach ,11.58,0,1.0,1 days,0.007122093023255946,0.899141651669145,0.45507369102810097,2
DE211620,Teisnach_Teisnach ,12.996556,49.036527,109.57,Bayern,1,1,67.16,Yes,Teisnach_Teisnach , Teisnach ,3.11,0,1.0,1 days,0.014537037037036973,0.5828095159962174,0.4978269340020069,1
DE211720,Heuweg ,12.274877,49.062597,48.12,Bayern,1,1,58.17,Yes,Heuweg , Otterbach ,0.77,0,1.0,1 days,0.005785123966942173,0.9001403679689075,0.36158672606128,1
DE211800,Deggendorf_Kollbach ,12.962483,48.853986,36.49,Bayern,1,1,60.16,Yes,Deggendorf_Kollbach , Kollbach ,1.85,0,1.0,1 days,0.003005464480874301,0.5686616311233144,0.4977119312584005,1
DE212130,DÃ¼rnhausen ,11.303751,47.728862,12.6,Bayern,1,1,56.16,Yes,DÃ¼rnhausen , Lothdorfer Bach ,0.0,0,1.0,1 days,0.023255813953488427,0.5509001824315709,0.5129457038682403,1
DE212300,Obernach_Ach ,11.121969,47.692781,38.11,Bayern,1,1,67.16,Yes,Obernach_Ach , Ach ,2.78,0,1.0,1 days,0.07946859903381641,0.5145477794052107,0.6316829974372609,1
DE212340,ObermÃ¼hlhausen_Windach ,11.002847,47.982284,35.03,Bayern,1,1,54.17,Yes,ObermÃ¼hlhausen_Windach , Windach ,2.42,0,1.0,1 days,0.0425595238095238,0.6855595394507592,0.24418235343875336,1
DE212550,Auerbach ,13.092854,48.798329,87.18,Bayern,1,1,56.16,Yes,Auerbach , Hengersberger Ohe ,1.38,0,1.0,1 days,0.0032220943613348804,0.620614405132163,0.5042890456216512,1
DE212600,Dietelskirchen ,12.344022,48.49583,145.37,Bayern,1,1,51.16,Yes,Dietelskirchen , Kleine Vils ,2.88,0,1.0,1 days,0.004996577686516015,0.9037344433344745,0.24243406321860492,1
DE212640,Neustift ,13.196716,48.585329,129.03,Bayern,1,1,59.16,Yes,Neustift , Wolfach ,5.74,0,1.0,1 days,0.011264367816091945,0.9131114893527581,0.3170858291016932,1
DE212690,SchÃ¶nberg ,13.353756,48.836798,82.56,Bayern,1,1,67.16,Yes,SchÃ¶nberg , GroÃe Ohe ,4.11,0,1.0,1 days,0.004101326899879414,0.5536151017453766,0.604306615789524,1
DE212710,Eberhardsreuth ,13.353818,48.818911,112.91,Bayern,1,1,70.0,Yes,Eberhardsreuth , Mitternacher Ohe ,3.58,0,1.0,1 days,0.003442188879082088,0.6368301224223682,0.4980756481801251,1
DE212760,RÃ¶hrnbach ,13.523143,48.727266,120.35,Bayern,1,1,70.0,Yes,RÃ¶hrnbach , Osterbach ,2.72,0,1.0,1 days,0.005371900826446328,0.6243409103648241,0.5788202596716149,1
DE212870,Bad TriÃl ,12.154047,47.65843,38.86,Bayern,1,1,70.0,Yes,Bad TriÃl , Auerbach ,0.01,0,1.0,1 days,0.025329815303430103,0.4162968425495051,0.6583331593385234,1
DE212890,NuÃdorf ,12.181643,47.746271,32.59,Bayern,1,0,70.0,Yes,NuÃdorf , Steinbach ,1.51,0,1.0,1 days,0.15159010600706724,0.42305232303677065,0.5152014454337703,0
DE212900,Stephanskirchen ,12.187084,47.850123,100.92,Bayern,1,1,70.0,Yes,Stephanskirchen , Sims ,3.54,0,1.0,1 days,0.05786163522012574,0.5801638968743539,0.44601972160273834,1
DE212980,Rottach ,11.773906,47.69195,33.13,Bayern,1,1,70.0,Yes,Rottach , Rottach ,3.76,0,1.0,1 days,0.06527331189710614,0.33633361880378587,0.5447958706534278,1
DE213010,Miesbach ,11.829165,47.789172,59.3,Bayern,1,1,70.0,Yes,Miesbach , Schlierach ,8.93,0,1.0,1 days,0.006700167504187699,0.4264944049887286,0.46888943423557783,1
DE213180,GroÃschwindau ,12.137828,48.229718,20.35,Bayern,1,1,56.16,Yes,GroÃschwindau , Goldach ,3.59,0,1.0,1 days,0.04906542056074754,0.738056795138463,0.4502839104484591,1
DE213360,Wernleiten ,12.649441,47.829092,90.89,Bayern,1,1,70.0,Yes,Wernleiten , Rote Traun ,3.62,0,1.0,1 days,0.01846652267818568,0.3914878354678112,0.6189309912351634,1
DE213490,Hammer ,12.785329,47.843281,15.41,Bayern,1,1,56.16,Yes,Hammer , Oberteisendorfer Ache ,0.28,0,1.0,1 days,0.005806451612903217,0.43913786939016625,0.631205210713675,1
DE213510,Unverzug ,12.827904,47.917508,133.7,Bayern,1,1,70.0,Yes,Unverzug , GÃ¶tzinger Achen ,2.49,0,1.0,1 days,0.014738393515106855,0.6200073885464671,0.534834686927904,1
DE213580,Panzing ,12.570436,48.432682,116.6,Bayern,1,1,59.16,Yes,Panzing , Bina ,3.64,0,1.0,1 days,0.0,0.905101492308086,0.22012849719712285,1
DE213670,Zwirkenberg ,9.970366,47.64909,102.81,Bayern,1,1,70.0,Yes,Zwirkenberg , Obere Argen ,2.1,0,0.9998826658322904,3 days,0.01144230769230767,0.38517869436828417,0.635239729284697,1
DE213800,Trebgast ,11.55185,50.065039,62.57,Bayern,2,2,66.17,Yes,Trebgast , Trebgast ,10.91,0,1.0,1 days,0.011532385466034707,0.965358185368404,0.2701579524795925,2
DE213840,AdlerhÃ¼tte ,11.615099,50.119936,33.42,Bayern,1,1,62.17,Yes,AdlerhÃ¼tte , Koserbach ,3.47,0,1.0,1 days,0.0023880597014924866,0.7276829861052914,0.5132108327886071,1
DE213850,Oberhammer ,11.524075,50.180309,64.45,Bayern,1,1,63.16,Yes,Oberhammer , Untere Steinach ,1.1,0,1.0,1 days,0.0007763975155279061,0.668884566926731,0.5345623331583556,1
DE213910,GampelmÃ¼hle ,11.661784,49.897342,63.84,Bayern,1,1,58.17,Yes,GampelmÃ¼hle , Ãlschnitz ,2.06,0,1.0,1 days,0.023076923076923155,0.919091293980834,0.3212000084012527,1
DE213920,Untersteinach_Warme Steinach ,11.683331,49.969561,75.68,Bayern,1,1,68.16,Yes,Untersteinach_Warme Steinach , Warme Steinach ,5.73,0,1.0,1 days,0.026865671641791097,0.6049511076712812,0.47309359248175537,1
DE213930,Weismain_Weismain ,11.2382,50.090502,69.19,Bayern,1,1,63.16,Yes,Weismain_Weismain , Weismain ,1.82,0,1.0,1 days,0.011571428571428604,0.8334217458023484,0.5195969307670238,1
DE213940,StreitmÃ¼hle ,11.510727,50.352171,56.54,Bayern,1,1,70.0,Yes,StreitmÃ¼hle , Rodach ,3.95,0,1.0,1 days,0.0007079646017698964,0.6322703496388568,0.5579741761871494,1
DE214020,Wallenfels ,11.461707,50.271035,96.03,Bayern,1,1,70.0,Yes,Wallenfels , Wilde Rodach ,2.69,0,1.0,1 days,0.0007284079084286492,0.6292919657315115,0.4885421044079497,1
DE214030,Neukenroth ,11.284641,50.321765,143.31,Bayern,1,1,66.17,Yes,Neukenroth , HaÃlach ,4.61,0,1.0,1 days,0.009225352112676072,0.5942476226212938,0.5454042753287148,1
DE214050,Steinberg_Kronach ,11.3677,50.292013,95.39,Bayern,1,1,70.0,Yes,Steinberg_Kronach , Kronach ,2.01,0,0.9856852315394243,367 days,0.012632696390658149,0.6487121405872871,0.5354453641611203,1
DE214110,MÃ¶nchrÃ¶den ,11.051664,50.296644,69.8,Bayern,2,2,63.16,Yes,MÃ¶nchrÃ¶den , RÃ¶den ,18.18,0,1.0,1 days,0.025139664804469237,0.769577264796234,0.4513133342567886,2
DE214280,Ansbach_FrÃ¤nkische Rezat ,10.565628,49.30459,118.53,Bayern,1,1,70.0,Yes,Ansbach_FrÃ¤nkische Rezat , FrÃ¤nkische Rezat ,4.38,0,0.9998826658322904,3 days,0.0047858942065490614,1.0425107482347207,0.2816422334046773,1
DE214370,Rasch ,11.377605,49.368821,208.23,Bayern,2,0,70.0,Yes,Rasch , Schwarzach ,10.57,0,0.9857243429286608,366 days,0.12313915857605169,0.8129022121000589,0.3615820342072232,0
DE214480,Pommelsbrunn ,11.52586,49.499377,102.27,Bayern,1,1,62.17,Yes,Pommelsbrunn , HÃ¶genbach ,2.34,0,1.0,1 days,0.0002932551319648205,0.7941906340814301,0.34380100607696884,1
DE214590,Hollfeld ,11.290586,49.93518,134.16,Bayern,1,1,62.17,Yes,Hollfeld , Wiesent ,2.32,0,1.0,1 days,0.009158050221565798,0.826496289085126,0.28294616620860336,1
DE214630,Pottenstein ,11.401864,49.773048,116.13,Bayern,1,1,59.16,Yes,Pottenstein , PÃ¼ttlach ,3.71,0,1.0,1 days,0.06639118457300265,0.7706749725154851,0.3087046870527858,1
DE214640,Unterleinleiter ,11.191395,49.824377,83.85,Bayern,1,1,62.17,Yes,Unterleinleiter , Leinleiterbach ,1.2,0,1.0,1 days,0.0029904306220095694,0.7710042438818872,0.475026999606989,1
DE214960,Schweinhof ,10.155993,50.34931,112.31,Bayern,1,1,66.17,Yes,Schweinhof , Brend ,3.77,0,1.0,1 days,0.002767857142857163,0.6658707005609728,0.46611172268247586,1
DE214970,Poppenlauer ,10.237506,50.213635,152.76,Bayern,0,0,52.16,Yes,Poppenlauer , Lauer ,3.1,1,1.0,1 days,0.0063241106719366235,1.1328599109260222,0.22257099890103532,0
DE214990,Schlimpfhof ,9.966859,50.219931,12.34,Bayern,1,1,54.17,Yes,Schlimpfhof , Lauter ,6.82,0,1.0,1 days,0.03593750000000007,0.8480605200746355,0.3968541087252202,1
DE215010,Bad BrÃ¼ckenau ,9.788956,50.307772,91.3,Bayern,1,1,67.16,Yes,Bad BrÃ¼ckenau , Sinn ,6.35,0,1.0,1 days,0.008686210640608004,0.5801697980218671,0.5442991558257596,1
DE215040,Frammersbach ,9.475325,50.060987,68.87,Bayern,1,1,58.17,Yes,Frammersbach , Lohr ,3.44,0,1.0,1 days,0.005401459854014665,0.6528711022551826,0.4331004803314815,1
DE215090,Bockenfeld ,10.193244,49.32558,75.16,Bayern,1,1,67.16,Yes,Bockenfeld , Tauber ,2.89,0,1.0,1 days,0.014304993252361705,0.941313379775377,0.3275353439862448,1
DE215150,RÃ¼ck ,9.216376,49.827196,144.09,Bayern,1,1,70.0,Yes,RÃ¼ck , Elsava ,3.45,0,1.0,1 days,0.00201668984700968,0.8185113383404811,0.3039090732178355,1
DE215160,Goldbach ,9.187111,49.99499,142.71,Bayern,1,1,63.16,Yes,Goldbach , Aschaff ,9.26,0,1.0,1 days,0.002725366876310177,0.802288765524621,0.3212522563837027,1
DE215220,Lorenzreuth ,12.104876,50.021468,122.29,Bayern,1,1,55.16,Yes,Lorenzreuth , RÃ¶slau ,7.13,0,1.0,1 days,0.006502057613168776,0.7128222911436429,0.5146727047576641,1
DE411310,"RÃ¤digke, Venturi",12.624492,52.055182,85.24,Brandenburg,1,0,56.16,Yes,"RÃ¤digke, Venturi",Plane,0.82,0,0.640945649524738,1 days,0.10157663478935125,1.0976137123312368,0.23771772477734385,0
DE710010,Alsfeld,9.285161,50.757801,131.88,Hessen,1,1,53.17,Yes,Alsfeld,Schwalm,6.54,0,1.0,1 days,0.00357659234457042,0.9170178430777308,0.35305177343660255,1
DE710070,Bad Salzschlirf,9.504991,50.623014,135.2,Hessen,1,1,56.16,Yes,Bad Salzschlirf,Altefeldbach,4.22,0,0.9998050207165489,5 days,0.0007401924500369676,0.675051973505599,0.40430867557922273,1
DE710080,Bad Soden,9.365616,50.289564,87.51,Hessen,1,1,55.16,Yes,Bad Soden,Salz,2.06,0,1.0,1 days,0.017845117845117726,0.6890726333506091,0.41988071006301053,1
DE710110,Bensheim,8.633822,49.683604,27.48,Hessen,0,0,51.16,Yes,Bensheim,Lauter,11.7,1,1.0,1 days,0.025373134328358197,0.7392940579968528,0.325154813198772,0
DE710130,Bischhausen,9.93853,51.138203,149.91,Hessen,1,1,51.16,Yes,Bischhausen,Wehre,2.73,0,0.9959334367809942,9 days,0.004758713136729276,0.850144673619038,0.37562035700227364,1
DE710180,BÃ¼dingen,9.104189,50.287576,93.91,Hessen,1,1,58.17,Yes,BÃ¼dingen,Seemenbach,7.18,0,1.0,1 days,0.0011727078891257937,0.7963574037384974,0.3771786821099559,1
DE710240,Ehringen,9.145311,51.383673,138.16,Hessen,0,0,59.16,Yes,Ehringen,Erpe,5.51,1,1.0,1 days,0.008909011245801072,0.9571303728163427,0.23333377321732127,0
DE710250,Eichelsachsen,9.121466,50.458727,23.74,Hessen,1,1,56.16,Yes,Eichelsachsen,Eichelbach,4.74,0,1.0,1 days,0.0012620950778292443,0.5863597364195469,0.4190096915306252,1
DE710280,EtzelmÃ¼hle,8.648339,50.719229,81.03,Hessen,1,1,61.17,Yes,EtzelmÃ¼hle,SalzbÃ¶de,9.86,0,1.0,1 days,0.0020935960591133215,0.8028283102964648,0.37336340760635733,1
DE710290,Fahrenbach,8.766926,49.638812,44.34,Hessen,2,2,61.17,Yes,Fahrenbach,Weschnitz,10.66,0,1.0,1 days,0.0168514412416851,0.6464120528611123,0.41215317453707767,2
DE710340,GemÃ¼nden,8.97332,50.966867,101.03,Hessen,1,1,61.17,Yes,GemÃ¼nden,Wohra,2.44,0,1.0,1 days,0.00853778213935235,0.9246519394241238,0.36439610467057604,1
